News,Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
@BBC,-0.4939,Mon Aug 20 11:01:04 +0000 2018,0.819,0.181,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","💉 Surgeons have warned about the health risks of Botox and fillers, after a High Street retailer said it would star… https://t.co/NStvRRCUn5",90
@BBC,0.4003,Mon Aug 20 09:29:16 +0000 2018,0.899,0.0,0.101,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCR1: And we're off! 🚀✨

Here are @GregJames' very first words on brand new Breakfast and the all-important first song to be played on…",91
@BBC,-0.34,Mon Aug 20 08:00:09 +0000 2018,0.726,0.165,0.109,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Has this Ugandan engineer come up with a way to help the world’s food crisis by using leftover garden waste?… https://t.co/WWamdCD8RR,92
@BBC,0.0,Mon Aug 20 07:28:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🥦 Scientists say they have discovered why some vegetables - including cabbage, broccoli and kale - can reduce the r… https://t.co/o5hkGPCUjE",93
@BBC,0.743,Mon Aug 20 07:01:03 +0000 2018,0.588,0.0,0.412,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",💕 These flamingos are some pretty proud foster parents. https://t.co/2TYmLZOS2q,94
@BBC,0.5574,Sun Aug 19 19:01:04 +0000 2018,0.796,0.0,0.204,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🚗🚙🚗🚙 Four celebrity duos join a group of classic car enthusiasts on an endurance rally from Thailand to Vietnam, ex… https://t.co/3znbBS00o5",95
@BBC,0.0,Sun Aug 19 16:56:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Could these sketches be early works from one of France's finest artists?

#FakeOrFortune | 9pm | @BBCOne https://t.co/KwEm0tnXV7",96
@BBC,0.7841,Sun Aug 19 16:05:00 +0000 2018,0.622,0.0,0.378,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",😍 The geometric patterns created by Jupiter's polar storms are absolutely stunning. https://t.co/XB0YKxQdsS,97
@BBC,0.0,Sun Aug 19 15:03:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",❤️☺️ These new born flamingo chicks are learning to stand on one leg. https://t.co/Jq4QcXRgku,98
@BBC,0.4404,Sun Aug 19 14:10:05 +0000 2018,0.791,0.0,0.209,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Nine secrets to improve your relationships.
👉 https://t.co/TnfCCD8fLm https://t.co/7qDbCNvTWQ",99
@BBC,-0.2023,Sun Aug 19 13:12:07 +0000 2018,0.833,0.103,0.064,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","🌎 Want to cut down on the plastic your family uses?  

Blogger @MamalinaUK has some tips. https://t.co/unGbxeznDB",100
@CBSNews,0.3612,Fri Aug 24 20:20:07 +0000 2018,0.857,0.0,0.143,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",CAUGHT ON CAMERA: Storm drains in downtown Minneapolis were erupting like geysers following torrential downpours… https://t.co/F1nplpr0HY,101
@CBSNews,-0.6705,Fri Aug 24 20:04:45 +0000 2018,0.743,0.257,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",A Florida judge shot and killed himself after holding hostages for 10 hours https://t.co/IKFzd18PiN https://t.co/Rxr7uslP6r,102
@CBSNews,0.6908,Fri Aug 24 19:44:54 +0000 2018,0.737,0.0,0.263,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Republican Troy Balderson, who was endorsed by President Trump, has officially won a deadlocked state Senate race i… https://t.co/hMhyckJNBm",103
@CBSNews,0.0,Fri Aug 24 19:30:14 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",WHALE CAM: New underwater footage offers an intimate look at the life of humpback whales -- and you're going to wan… https://t.co/TohvOm2K2H,104
@CBSNews,-0.7356,Fri Aug 24 19:19:54 +0000 2018,0.714,0.286,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","""Not a good time"" for maternity leave: Woman says she was fired over text message after telling manager she was pre… https://t.co/S41kn5TLiP",105
@CBSNews,0.0,Fri Aug 24 19:05:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Serena Williams won't be allowed to wear her skin-tight, ""Black Panther-inspired"" black catsuit at the French Open… https://t.co/DP91GAMJPq",106
@CBSNews,0.0,Fri Aug 24 18:49:33 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Hundreds of tourists were evacuated from a hotel in Egypt after the deaths of two British tourists and reports of s… https://t.co/rRzo00ocwJ,107
@CBSNews,0.0,Fri Aug 24 18:30:02 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",UP TO SPEED: Verizon says it has removed speed cap restrictions for first responders on the West Coast — after thei… https://t.co/8UnY1mLRtZ,108
@CBSNews,-0.25,Fri Aug 24 18:14:45 +0000 2018,0.889,0.111,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Italian migrants stranded on a coast guard ship are hunger striking to send a message to their government… https://t.co/2qxk3R7kPg,109
@CBSNews,-0.5267,Fri Aug 24 17:59:56 +0000 2018,0.855,0.145,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","TAKE MY WIFE: GOP Rep. Duncan Hunter, who was indicted for campaign violations, points the finger at his wife. ""Wha… https://t.co/J6ARKYnRaB",110
@CBSNews,0.0,Fri Aug 24 17:44:54 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",HURRICANE LANE: Flooding closes major roads on Hawaii's Big Island and a brushfire on Maui forces relocation of a s… https://t.co/oZx48n4Q4I,111
@CBSNews,-0.1027,Fri Aug 24 17:29:42 +0000 2018,0.924,0.076,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",President Trump is complaining about the pace of interest-rate increases. But the Federal Reserve chairman? Not so… https://t.co/oMtjvliEuu,112
@CBSNews,-0.802,Fri Aug 24 17:14:43 +0000 2018,0.725,0.275,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","John Lennon's killer Mark David Chapman has been denied parole for the 10th time. A parole board said his release ""… https://t.co/qoODQOabFF",113
@CBSNews,-0.3818,Fri Aug 24 17:14:43 +0000 2018,0.785,0.14,0.074,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","South Africa has summoned the top U.S. diplomat in the country to ""convey the unhappiness of the people"" over Trump… https://t.co/RLOEljWNCK",114
@CBSNews,-0.6705,Fri Aug 24 17:09:14 +0000 2018,0.686,0.314,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",JUST IN: Manhattan district attorney is considering criminal charges against the Trump Organization… https://t.co/fWJ8YOpZMW,115
@CBSNews,0.4215,Fri Aug 24 17:00:16 +0000 2018,0.851,0.0,0.149,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Hurricane Lane dipped from a powerful Category 3 storm to a still-strong Category 2 on Friday as it churned slowly… https://t.co/vNBa3rZKVv,116
@CBSNews,-0.1779,Fri Aug 24 16:45:34 +0000 2018,0.669,0.18,0.151,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","JUST IN: Robin Leach, host of ""Lifestyles of the Rich and Famous,"" is dead at 76 https://t.co/5uSv21WE6e https://t.co/KPJWd4bv2j",117
@CBSNews,-0.8074,Fri Aug 24 16:40:00 +0000 2018,0.578,0.422,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Former CDC director Thomas Frieden arrested on sex abuse charge https://t.co/CxKzcT39iY https://t.co/SRKvkAnJUl,118
@CBSNews,0.4767,Fri Aug 24 16:29:45 +0000 2018,0.86,0.0,0.14,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Crabs are friends, not food. Or at least that's the message of a billboard that recently went up in Baltimore:… https://t.co/i8cJaHD5aB",119
@CBSNews,-0.6124,Fri Aug 24 16:28:33 +0000 2018,0.815,0.185,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CBSSunday: COMING UP SUNDAY 

2 out of 3 people over age 70 have trouble hearing. Only about 20% of adults who have hearing loss actual…",120
@CBSNews,0.3612,Fri Aug 24 20:20:07 +0000 2018,0.857,0.0,0.143,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",CAUGHT ON CAMERA: Storm drains in downtown Minneapolis were erupting like geysers following torrential downpours… https://t.co/F1nplpr0HY,121
@CBSNews,-0.6705,Fri Aug 24 20:04:45 +0000 2018,0.743,0.257,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",A Florida judge shot and killed himself after holding hostages for 10 hours https://t.co/IKFzd18PiN https://t.co/Rxr7uslP6r,122
@CBSNews,0.6908,Fri Aug 24 19:44:54 +0000 2018,0.737,0.0,0.263,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Republican Troy Balderson, who was endorsed by President Trump, has officially won a deadlocked state Senate race i… https://t.co/hMhyckJNBm",123
@CBSNews,0.0,Fri Aug 24 19:30:14 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",WHALE CAM: New underwater footage offers an intimate look at the life of humpback whales -- and you're going to wan… https://t.co/TohvOm2K2H,124
@CBSNews,-0.7356,Fri Aug 24 19:19:54 +0000 2018,0.714,0.286,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","""Not a good time"" for maternity leave: Woman says she was fired over text message after telling manager she was pre… https://t.co/S41kn5TLiP",125
@CBSNews,0.0,Fri Aug 24 19:05:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Serena Williams won't be allowed to wear her skin-tight, ""Black Panther-inspired"" black catsuit at the French Open… https://t.co/DP91GAMJPq",126
@CBSNews,0.0,Fri Aug 24 18:49:33 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Hundreds of tourists were evacuated from a hotel in Egypt after the deaths of two British tourists and reports of s… https://t.co/rRzo00ocwJ,127
@CBSNews,0.0,Fri Aug 24 18:30:02 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",UP TO SPEED: Verizon says it has removed speed cap restrictions for first responders on the West Coast — after thei… https://t.co/8UnY1mLRtZ,128
@CBSNews,-0.25,Fri Aug 24 18:14:45 +0000 2018,0.889,0.111,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Italian migrants stranded on a coast guard ship are hunger striking to send a message to their government… https://t.co/2qxk3R7kPg,129
@CBSNews,-0.5267,Fri Aug 24 17:59:56 +0000 2018,0.855,0.145,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","TAKE MY WIFE: GOP Rep. Duncan Hunter, who was indicted for campaign violations, points the finger at his wife. ""Wha… https://t.co/J6ARKYnRaB",130
@CBSNews,0.0,Fri Aug 24 17:44:54 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",HURRICANE LANE: Flooding closes major roads on Hawaii's Big Island and a brushfire on Maui forces relocation of a s… https://t.co/oZx48n4Q4I,131
@CBSNews,-0.1027,Fri Aug 24 17:29:42 +0000 2018,0.924,0.076,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",President Trump is complaining about the pace of interest-rate increases. But the Federal Reserve chairman? Not so… https://t.co/oMtjvliEuu,132
@CBSNews,-0.802,Fri Aug 24 17:14:43 +0000 2018,0.725,0.275,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","John Lennon's killer Mark David Chapman has been denied parole for the 10th time. A parole board said his release ""… https://t.co/qoODQOabFF",133
@CBSNews,-0.3818,Fri Aug 24 17:14:43 +0000 2018,0.785,0.14,0.074,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","South Africa has summoned the top U.S. diplomat in the country to ""convey the unhappiness of the people"" over Trump… https://t.co/RLOEljWNCK",134
@CBSNews,-0.6705,Fri Aug 24 17:09:14 +0000 2018,0.686,0.314,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",JUST IN: Manhattan district attorney is considering criminal charges against the Trump Organization… https://t.co/fWJ8YOpZMW,135
@CBSNews,0.4215,Fri Aug 24 17:00:16 +0000 2018,0.851,0.0,0.149,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Hurricane Lane dipped from a powerful Category 3 storm to a still-strong Category 2 on Friday as it churned slowly… https://t.co/vNBa3rZKVv,136
@CBSNews,-0.1779,Fri Aug 24 16:45:34 +0000 2018,0.669,0.18,0.151,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","JUST IN: Robin Leach, host of ""Lifestyles of the Rich and Famous,"" is dead at 76 https://t.co/5uSv21WE6e https://t.co/KPJWd4bv2j",137
@CBSNews,-0.8074,Fri Aug 24 16:40:00 +0000 2018,0.578,0.422,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Former CDC director Thomas Frieden arrested on sex abuse charge https://t.co/CxKzcT39iY https://t.co/SRKvkAnJUl,138
@CBSNews,0.4767,Fri Aug 24 16:29:45 +0000 2018,0.86,0.0,0.14,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Crabs are friends, not food. Or at least that's the message of a billboard that recently went up in Baltimore:… https://t.co/i8cJaHD5aB",139
@CBSNews,-0.6124,Fri Aug 24 16:28:33 +0000 2018,0.815,0.185,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CBSSunday: COMING UP SUNDAY 

2 out of 3 people over age 70 have trouble hearing. Only about 20% of adults who have hearing loss actual…",140
@CBSNews,0.1531,Fri Aug 24 16:09:42 +0000 2018,0.922,0.0,0.078,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","A 4-minute video of Beto O'Rourke, the Texas Democrat challenging Ted Cruz for his Senate seat, is going viral for… https://t.co/RSm9Dhfa3Z",141
@CBSNews,0.25,Fri Aug 24 15:50:09 +0000 2018,0.895,0.0,0.105,"<a href=""http://www.snapstream.com"" rel=""nofollow"">SnapStream TV Search</a>","NEW: Trump Organization CFO Allen Weisselberg has been granted immunity in connection with Michael Cohen probe, acc… https://t.co/PplABD6moM",142
@CBSNews,0.5267,Fri Aug 24 15:44:14 +0000 2018,0.855,0.0,0.145,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Former Secretary of State @JohnKerry describes Sen. John McCain as ""a brave man showing us once again what the word… https://t.co/7oOOB0PH9m",143
@CBSNews,0.787,Fri Aug 24 15:33:49 +0000 2018,0.697,0.0,0.303,"<a href=""http://www.snapstream.com"" rel=""nofollow"">SnapStream TV Search</a>",".@SenateMajLdr Mitch McConnell on McCain's announcement: ""We are so fortunate to call him our friend and colleague.… https://t.co/0c5sGacAdD",144
@CBSNews,-0.3612,Fri Aug 24 15:29:39 +0000 2018,0.65,0.22,0.13,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","MAVERICK MOMENTS: The life of John McCain, war hero and senator, in pictures. His family announced he will stop tre… https://t.co/nzGstJmUxa",145
@CBSNews,0.1531,Fri Aug 24 15:25:05 +0000 2018,0.929,0.0,0.071,"<a href=""http://www.snapstream.com"" rel=""nofollow"">SnapStream TV Search</a>","""If you talk to any senator on Capitol Hill, they will say that John McCain is a fighter's fighter. They never coun… https://t.co/oKevG2dUrY",146
@CBSNews,0.908,Fri Aug 24 15:22:35 +0000 2018,0.625,0.0,0.375,"<a href=""http://www.snapstream.com"" rel=""nofollow"">SnapStream TV Search</a>","""My family is deeply appreciative of all the love and generosity you have shown us during this past year,"" Meghan M… https://t.co/xyQqdGDbkU",147
@CBSNews,0.5719,Fri Aug 24 15:19:40 +0000 2018,0.837,0.0,0.163,"<a href=""http://www.snapstream.com"" rel=""nofollow"">SnapStream TV Search</a>","""John has surpassed expectations for his survival. But the progress of disease and the inexorable advance of age re… https://t.co/o6cAK9Opq6",148
@CBSNews,-0.6597,Fri Aug 24 15:18:32 +0000 2018,0.812,0.188,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",BREAKING: Sen. John McCain is discontinuing medical treatment for brain cancer. His family said his age and the pro… https://t.co/WoPRCr03pp,149
@CBSNews,0.0,Fri Aug 24 15:14:46 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Election officials scrap plan to close polls in majority-black Georgia county https://t.co/Nm3o1yAoWq https://t.co/77tRY83aTQ,150
@CBSNews,-0.7906,Fri Aug 24 15:13:36 +0000 2018,0.72,0.28,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","JUST IN: Sen. John McCain has ""chosen to discontinue medical treatment"" amid his battle with brain cancer, his fami… https://t.co/RJRqVYMvpe",151
@CBSNews,-0.25,Fri Aug 24 14:59:43 +0000 2018,0.875,0.125,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Eagles coach Doug Pederson says it's the players' ""right"" to protest during anthem https://t.co/WWdnyvGjca https://t.co/CrFGlNM8O7",152
@CBSNews,-0.8316,Fri Aug 24 14:44:46 +0000 2018,0.672,0.328,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Fired Texas officer says it was ""sickening"" when he realized he fatally shot boy in car https://t.co/gONdwZoXgz https://t.co/nnFuRO42nR",153
@CBSNews,-0.3182,Fri Aug 24 14:29:40 +0000 2018,0.874,0.126,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Ebola spreads to Democratic Republic of Congo conflict zone in scenario health officials have been ""dreading""… https://t.co/ZJoRAkZT01",154
@CBSNews,0.0,Fri Aug 24 14:14:44 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Pelosi says she isn't going anywhere https://t.co/eA7l36aF9A https://t.co/VVk9T6LJAF,155
@CBSNews,0.8506,Fri Aug 24 14:00:05 +0000 2018,0.623,0.0,0.377,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",WARM WELCOME: 80 men dressed in suits greet 60 fourth-grade boys on the first day of school in emotional video.… https://t.co/1V8bXVV5OF,156
@CBSNews,0.0,Fri Aug 24 13:44:48 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",Trump administration looks to keep high-tax states in line with deduction rules https://t.co/ESxSFjoPX9 https://t.co/HAtbzhpPfi,157
@CBSNews,-0.1531,Fri Aug 24 13:29:47 +0000 2018,0.904,0.096,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Natasha Aponte, woman who tricked thousands of men on Tinder, explains purpose behind dating competition… https://t.co/HOmvxnbyqv",158
@CBSNews,-0.765,Fri Aug 24 13:15:00 +0000 2018,0.694,0.306,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",A doctor is accused of killing his wife and daughter with a yoga ball filled with gas https://t.co/TAHcZKLdkO https://t.co/FMoKkOlchg,159
@CBSNews,-0.765,Fri Aug 24 13:00:18 +0000 2018,0.664,0.336,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Mollie Tibbetts' suspected killer acted normally during search, coworker says: ""It's just hard to understand what h… https://t.co/hzfeqdq220",160
@CBSNews,0.1779,Fri Aug 24 12:39:53 +0000 2018,0.892,0.0,0.108,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",People are growing marijuana illegally in national forests -- and it's ravaging them https://t.co/bB2oUr2fBn https://t.co/zo6IhhvxSX,161
@CBSNews,-0.5423,Fri Aug 24 12:19:46 +0000 2018,0.788,0.212,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Former Playboy model Christina Carlin-Kraft found strangled inside her home, sources say https://t.co/xfRLx7df4V https://t.co/PZOD7YJw9W",162
@CBSNews,0.0,Fri Aug 24 12:04:20 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",WATCH: A late-night guest checked into this Colorado hotel last night -- a bear that wandered right into the lobby… https://t.co/O4kQnWE6iP,163
@CBSNews,0.0,Fri Aug 24 11:48:17 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CBSThisMorning: Hurricane Lane is blasting Hawaii, harder than any storm in a quarter century. Torrential rain is soaking cities and to…",164
@CBSNews,0.0,Fri Aug 24 11:47:27 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","President Trump responds to Jeff Sessions speaking out: ""Come on Jeff, you can do it, the country is waiting!""… https://t.co/8PI1C33M7E",165
@CBSNews,0.4019,Fri Aug 24 11:19:53 +0000 2018,0.838,0.0,0.162,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Australian Prime Minister Malcolm Turnbull ousted in party coup, Scott Morrison to replace him… https://t.co/MRLocbWXBR",166
@CBSNews,-0.6249,Fri Aug 24 10:59:33 +0000 2018,0.728,0.272,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","For historically black colleges, racism raises costs, new research suggests: https://t.co/gSUxxf4P1i https://t.co/2ptqUbDGSF",167
@CBSNews,0.0,Fri Aug 24 10:50:18 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @CBSThisMorning: Here's a preview of what's coming up on @CBSThisMorning. See you at 7. https://t.co/4i4b7BUq2z,168
@CBSNews,0.0,Fri Aug 24 10:49:10 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AHEAD: @CBSThisMorning was there to watch an undercover raid as federal agents bust a marijuana operation in a nati… https://t.co/DlErct3EgR,169
@CBSNews,0.0,Fri Aug 24 10:44:31 +0000 2018,1.0,0.0,0.0,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AHEAD: @CBSThisMorning reports from Hawaii's Big Island where there's more than a foot of rain from Hurricane Lane.… https://t.co/RVHBK6XfzV,170
@CBSNews,0.4215,Fri Aug 24 10:40:03 +0000 2018,0.843,0.0,0.157,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",#HurricaneLane is still a powerful Category 3 storm as it churnes slowly north-northwest toward the Hawaiian Island… https://t.co/J7FAogJagO,171
@CBSNews,0.4782,Fri Aug 24 10:19:55 +0000 2018,0.881,0.0,0.119,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","An asteroid bigger than the pyramids in Egypt will zoom by Earth next week, but don't worry -- it's not going to sl… https://t.co/TV0LRyXAkj",172
@CBSNews,0.1779,Fri Aug 24 10:03:03 +0000 2018,0.662,0.146,0.192,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","There's ""no safe level of alcohol,"" major new study concludes https://t.co/uXHl3CW9qi https://t.co/PLeHMJ4p3e",173
@CBSNews,-0.34,Fri Aug 24 09:48:04 +0000 2018,0.844,0.156,0.0,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Feds use facial recognition to arrest man trying to enter U.S. illegally https://t.co/GgeWUWGPIQ https://t.co/mmf9v0YlOT,174
@CBSNews,0.0,Fri Aug 24 09:38:26 +0000 2018,1.0,0.0,0.0,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","How much will a ""culture of corruption"" factor into midterm messaging for Democrats? https://t.co/I6BZAqovVd https://t.co/Z6Mp2HnoRN",175
@CBSNews,0.1779,Fri Aug 24 09:30:21 +0000 2018,0.876,0.0,0.124,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Members of Amazon tribe never seen by outsiders filmed by drone https://t.co/t7gRm1CMqA https://t.co/h67UOG0wL2,176
@CBSNews,0.0,Fri Aug 24 09:18:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","Mayim Bialik opens up on ""Big Bang Theory"" ending, how it feels returning to set https://t.co/I8Kvc2lFH3 https://t.co/hJTGrFMgxT",177
@CBSNews,-0.3612,Fri Aug 24 09:03:04 +0000 2018,0.762,0.238,0.0,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Google disables suspicious accounts linked to Iran https://t.co/n9PsYCq4GL https://t.co/W9V5xB7l3y,178
@CBSNews,0.0,Fri Aug 24 08:48:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",South Africa hits back at Trump over land seizure tweet https://t.co/VohRW1WPAz https://t.co/ogbJIRelRB,179
@CBSNews,0.6369,Fri Aug 24 08:33:03 +0000 2018,0.704,0.0,0.296,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","The best ""green"" car deals you can get now https://t.co/rSFozffurw https://t.co/dSUtSff4Ks",180
@CBSNews,-0.4404,Fri Aug 24 08:18:04 +0000 2018,0.61,0.263,0.127,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Michigan mom says 911 refused to send help with 2-month-old trapped in hot car https://t.co/jA0z0M4Ahi https://t.co/IEV9oyXKyr,181
@CBSNews,0.4215,Fri Aug 24 08:10:07 +0000 2018,0.797,0.0,0.203,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","Hurricane Lane: Powerful Category 3 storm on ""perilously close"" track to Hawaii https://t.co/t26vvLBfsm",182
@CBSNews,0.3612,Fri Aug 24 08:03:05 +0000 2018,0.839,0.0,0.161,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","General Mills ditching ""100 percent natural"" claim in Nature Valley granola bars https://t.co/8iLbMwCGTp https://t.co/fUvP7TgQdO",183
@CBSNews,0.0,Fri Aug 24 07:48:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Prehistoric female's mom was a Neanderthal and her dad was something else https://t.co/5JOJByyxKV https://t.co/YeawT0hGSq,184
@CBSNews,0.0,Fri Aug 24 07:33:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","Kroger, nation's largest grocery chain, eliminates plastic bags https://t.co/f8yVfe5OWU https://t.co/UvemuB8skS",185
